type,start_time,end_time,confidence,content,discard,PhrasalVerb
pronunciation,30m 40.02s,30m 40.42s,0.996,date,False,False
punctuation,,,0.0,?,False,False
pronunciation,30m 44.61s,30m 45.71s,0.999,Nice,False,False
punctuation,,,0.0,.,False,False
pronunciation,30m 48.66s,30m 49.88s,0.999,Nice,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,",",False,False
pronunciation,30m 50.25s,30m 50.63s,0.997,that's,False,False
pronunciation,30m 50.64s,30m 50.65s,0.999,a,False,False
pronunciation,30m 50.66s,30m 50.96s,0.998,great,False,False
pronunciation,30m 50.97s,30m 51.76s,0.999,idea,False,False
punctuation,,,0.0,.,False,False
pronunciation,30m 51.77s,30m 52.22s,0.997,It's,False,False
pronunciation,30m 52.23s,30m 52.94s,0.999,cloudy,False,False
pronunciation,30m 52.95s,30m 53.59s,0.999,here,False,False
punctuation,,,0.0,.,False,False
pronunciation,30m 53.60s,30m 54.05s,0.958,It's,False,False
pronunciation,30m 54.06s,30m 54.34s,0.999,not,False,False
pronunciation,30m 54.35s,30m 54.36s,0.999,a,False,False
pronunciation,30m 54.37s,30m 55.06s,0.999,beautiful,False,False
pronunciation,30m 55.07s,30m 55.38s,0.999,day,False,False
pronunciation,30m 55.39s,30m 55.62s,0.999,but,False,False
pronunciation,30m 55.63s,30m 55.90s,0.996,it's,False,False
pronunciation,30m 55.91s,30m 55.92s,0.999,a,False,False
pronunciation,30m 55.93s,30m 56.57s,0.999,nice,False,False
pronunciation,30m 56.58s,30m 57.03s,0.999,day,False,False
punctuation,,,0.0,",",False,False
pronunciation,30m 57.44s,30m 57.53s,0.998,at,False,False
pronunciation,30m 57.63s,30m 58.34s,0.997,least,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,",",False,False
pronunciation,30m 58.86s,30m 59.00s,0.996,it's,False,False
pronunciation,30m 59.01s,30m 59.37s,0.999,very,False,False
pronunciation,30m 59.38s,31m 0.15s,0.998,hot,False,False
punctuation,,,0.0,",",False,False
pronunciation,31m 1.10s,31m 2.14s,0.999,cloudy,False,False
pronunciation,31m 2.15s,31m 2.47s,0.999,but,False,False
pronunciation,31m 2.48s,31m 3.03s,0.999,very,False,False
pronunciation,31m 3.04s,31m 3.75s,0.999,hot,False,False
punctuation,,,0.0,.,False,False
pronunciation,31m 3.94s,31m 4.35s,0.999,We,False,False
pronunciation,31m 4.36s,31m 4.50s,0.97,are,False,False
pronunciation,31m 4.51s,31m 4.57s,0.999,in,False,False
pronunciation,31m 4.58s,31m 4.69s,0.998,the,False,False
pronunciation,31m 4.70s,31m 5.45s,0.999,summer,False,False
pronunciation,31m 6.53s,31m 6.83s,0.999,and,False,False
pronunciation,31m 6.84s,31m 6.91s,0.999,you,False,False
pronunciation,31m 6.92s,31m 7.15s,0.999,can,False,False
pronunciation,31m 7.16s,31m 7.61s,0.999,still,False,False
pronunciation,31m 7.62s,31m 8.31s,0.999,do,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,",",False,False
pronunciation,31m 9.03s,31m 9.67s,0.999,sorry,False,False
punctuation,,,0.0,.,False,False
pronunciation,31m 11.86s,31m 12.06s,0.95,Is,False,False
pronunciation,31m 12.07s,31m 12.20s,0.804,that,False,False
pronunciation,31m 12.21s,31m 12.32s,0.744,that,False,False
punctuation,,,0.0,?,False,False
pronunciation,31m 12.33s,31m 12.59s,0.923,Please,False,False
punctuation,,,0.0,?,False,False
pronunciation,31m 12.61s,31m 12.84s,0.997,Go,False,False
pronunciation,31m 12.85s,31m 13.19s,0.996,ahead,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,.,False,False
pronunciation,31m 30.73s,31m 30.88s,0.966,And,False,False
pronunciation,31m 30.89s,31m 31.10s,0.999,you,False,False
pronunciation,31m 31.11s,31m 31.34s,0.997,don't,False,False
pronunciation,31m 31.35s,31m 31.57s,0.998,get,False,False
pronunciation,31m 31.58s,31m 31.59s,0.993,a,False,False
pronunciation,31m 31.60s,31m 32.96s,0.992,sunburn,False,False
punctuation,,,0.0,.,False,False
pronunciation,31m 35.89s,31m 36.31s,0.996,it's,False,False
pronunciation,31m 36.32s,31m 36.63s,0.387,not,False,False
punctuation,,,0.0,",",False,False
pronunciation,31m 36.64s,31m 37.27s,0.996,it's,False,False
punctuation,,,0.0,",",False,False
pronunciation,31m 37.28s,31m 37.62s,0.996,it's,False,False
pronunciation,31m 37.63s,31m 38.63s,0.999,nice,False,False
pronunciation,31m 38.64s,31m 39.26s,0.998,but,False,False
pronunciation,31m 39.27s,31m 39.78s,0.997,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,31m 41.02s,31m 41.20s,0.999,I,False,False
pronunciation,31m 41.21s,31m 42.57s,0.999,prefer,False,False
pronunciation,31m 42.58s,31m 43.05s,0.999,sunny,False,False
pronunciation,31m 43.06s,31m 43.79s,0.999,days,False,False
punctuation,,,0.0,.,False,False
pronunciation,31m 43.80s,31m 44.17s,0.988,They,False,False
punctuation,,,0.0,",",False,False
pronunciation,31m 44.18s,31m 44.61s,0.997,they,False,False
pronunciation,31m 44.62s,31m 44.91s,0.998,make,False,False
pronunciation,31m 44.92s,31m 45.17s,0.998,me,False,False
pronunciation,31m 45.18s,31m 46.29s,0.999,feel,False,False
pronunciation,31m 46.52s,31m 47.93s,0.998,happier,False,False
punctuation,,,0.0,",",False,False
pronunciation,31m 48.19s,31m 48.93s,0.999,more,False,False
pronunciation,31m 48.94s,31m 50.13s,0.999,motivated,False,False
pronunciation,31m 50.14s,31m 50.35s,0.997,to,False,False
pronunciation,31m 50.36s,31m 50.49s,0.997,do,False,False
pronunciation,31m 50.50s,31m 50.65s,0.996,the,False,False
pronunciation,31m 50.66s,31m 51.37s,0.996,things,False,False
pronunciation,31m 51.38s,31m 51.56s,0.858,that,False,False
punctuation,,,0.0,",",False,False
pronunciation,31m 56.67s,31m 57.22s,0.998,yeah,False,False
punctuation,,,0.0,.,False,False
pronunciation,32m 11.78s,32m 12.72s,0.999,Ok,False,False
punctuation,,,0.0,.,False,False
pronunciation,32m 23.42s,32m 23.44s,0.997,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,32m 23.45s,32m 24.14s,0.647,I'd,False,False
pronunciation,32m 24.15s,32m 25.79s,0.999,love,False,False
pronunciation,32m 25.81s,32m 26.36s,0.999,some,False,False
pronunciation,32m 26.37s,32m 27.74s,0.998,recommendations,False,False
pronunciation,32m 27.75s,32m 28.42s,0.85,because,False,False
pronunciation,32m 28.92s,32m 29.24s,0.996,I've,False,False
pronunciation,32m 29.25s,32m 29.44s,0.999,been,False,False
pronunciation,32m 29.45s,32m 30.00s,0.999,looking,False,False
pronunciation,32m 30.01s,32m 30.96s,0.999,for,False,False
punctuation,,,0.0,",",False,False
pronunciation,32m 31.75s,32m 31.90s,0.984,uh,False,False
punctuation,,,0.0,",",False,False
pronunciation,32m 31.91s,32m 32.57s,0.998,wait,False,False
punctuation,,,0.0,",",False,False
pronunciation,32m 32.58s,32m 32.93s,0.827,um,False,False
punctuation,,,0.0,",",False,False
pronunciation,32m 34.21s,32m 34.54s,0.995,I've,False,False
pronunciation,32m 34.55s,32m 34.75s,0.998,been,False,False
pronunciation,32m 34.76s,32m 35.23s,0.999,looking,False,False
pronunciation,32m 35.24s,32m 36.27s,0.999,for,False,False
pronunciation,32m 38.81s,32m 40.11s,0.997,songs,False,False
pronunciation,32m 40.12s,32m 41.12s,0.999,to,False,False
pronunciation,32m 41.13s,32m 41.61s,0.999,help,False,False
pronunciation,32m 41.62s,32m 41.92s,0.999,me,False,False
punctuation,,,0.0,.,False,False
punctuation,,,0.0,",",False,False
pronunciation,32m 41.95s,32m 42.27s,0.998,my,False,False
pronunciation,32m 42.28s,32m 42.65s,0.997,gosh,False,False
punctuation,,,0.0,.,False,False
pronunciation,32m 42.66s,32m 43.32s,0.986,The,False,False
punctuation,,,0.0,",",False,False
pronunciation,32m 43.33s,32m 43.35s,0.975,the,False,False
punctuation,,,0.0,",",False,False
pronunciation,32m 43.36s,32m 43.75s,0.996,the,False,False
pronunciation,32m 43.76s,32m 44.23s,0.999,video,False,False
pronunciation,32m 44.24s,32m 44.39s,0.996,is,False,False
pronunciation,32m 44.40s,32m 44.99s,0.996,playing,False,False
pronunciation,32m 45.00s,32m 45.42s,0.998,by,False,False
pronunciation,32m 45.43s,32m 46.15s,0.998,itself,False,False
punctuation,,,0.0,.,False,False
pronunciation,32m 47.69s,32m 49.14s,0.996,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,32m 49.64s,32m 49.67s,0.997,I,False,False
pronunciation,32m 49.68s,32m 50.15s,0.997,opened,False,False
pronunciation,32m 50.16s,32m 50.56s,0.999,here,False,False
pronunciation,32m 50.72s,32m 50.97s,0.999,so,False,False
pronunciation,32m 50.98s,32m 51.20s,0.982,I've,False,False
pronunciation,32m 51.21s,32m 51.39s,0.997,been,False,False
pronunciation,32m 51.40s,32m 51.81s,0.999,looking,False,False
pronunciation,32m 51.82s,32m 52.19s,0.999,for,False,False
pronunciation,32m 52.20s,32m 52.85s,0.998,songs,False,False
punctuation,,,0.0,",",False,False
pronunciation,32m 52.86s,32m 53.09s,0.999,for,False,False
pronunciation,32m 53.10s,32m 54.00s,0.988,worships,False,False
pronunciation,32m 54.01s,32m 54.91s,0.999,because,False,False
pronunciation,32m 54.92s,32m 55.31s,0.996,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,32m 55.76s,32m 55.79s,0.997,I,False,False
pronunciation,32m 55.80s,32m 56.29s,0.997,don't,False,False
pronunciation,32m 56.30s,32m 56.95s,0.999,listen,False,False
pronunciation,32m 56.96s,32m 57.47s,0.999,to,False,False
pronunciation,32m 57.48s,32m 58.01s,0.999,music,False,False
pronunciation,32m 58.02s,32m 58.03s,0.999,a,False,False
pronunciation,32m 58.04s,32m 58.93s,0.999,lot,False,False
punctuation,,,0.0,.,False,False
pronunciation,32m 59.21s,33m 0.31s,0.999,Actually,False,False
punctuation,,,0.0,",",False,False
pronunciation,33m 1.36s,33m 1.71s,0.996,it's,False,False
pronunciation,33m 1.72s,33m 2.21s,0.997,pretty,False,False
pronunciation,33m 2.22s,33m 3.13s,0.999,rare,False,False
punctuation,,,0.0,.,False,False
pronunciation,33m 3.65s,33m 4.01s,0.999,people,False,False
punctuation,,,0.0,",",False,False
pronunciation,33m 4.02s,33m 4.16s,0.997,for,False,False
pronunciation,33m 4.17s,33m 4.44s,0.997,example,False,False
punctuation,,,0.0,",",False,False
pronunciation,33m 4.45s,33m 4.60s,0.999,my,False,False
pronunciation,33m 4.61s,33m 5.10s,0.999,husband,False,False
punctuation,,,0.0,",",False,False
pronunciation,33m 5.65s,33m 5.94s,0.999,he,False,False
pronunciation,33m 5.95s,33m 6.22s,0.99,can't,False,False
pronunciation,33m 6.23s,33m 6.51s,0.999,do,False,False
pronunciation,33m 6.52s,33m 7.46s,0.999,anything,False,False
pronunciation,33m 7.77s,33m 8.73s,0.999,without,False,False
pronunciation,33m 9.68s,33m 10.45s,0.999,listening,False,False
pronunciation,33m 10.46s,33m 10.64s,0.999,to,False,False
pronunciation,33m 10.65s,33m 11.53s,0.999,music,False,False
punctuation,,,0.0,.,False,False
pronunciation,33m 12.09s,33m 12.75s,0.999,I,False,False
pronunciation,33m 12.76s,33m 13.30s,0.999,am,False,False
pronunciation,33m 13.31s,33m 13.46s,0.999,the,False,False
pronunciation,33m 13.47s,33m 14.58s,0.999,opposite,False,False
punctuation,,,0.0,.,False,False
pronunciation,33m 14.59s,33m 15.16s,0.999,I,False,False
pronunciation,33m 15.17s,33m 15.61s,0.999,do,False,False
pronunciation,33m 15.62s,33m 16.67s,0.999,everything,False,False
pronunciation,33m 16.68s,33m 17.42s,0.999,without,False,False
pronunciation,33m 17.80s,33m 18.46s,0.999,any,False,False
pronunciation,33m 18.62s,33m 19.71s,0.999,background,False,False
pronunciation,33m 19.72s,33m 20.34s,0.996,song,False,False
punctuation,,,0.0,",",False,False
pronunciation,33m 20.35s,33m 20.42s,0.956,uh,False,False
punctuation,,,0.0,",",False,False
pronunciation,33m 20.43s,33m 20.51s,0.932,uh,False,False
punctuation,,,0.0,",",False,False
pronunciation,33m 20.52s,33m 20.97s,0.998,you,False,False
pronunciation,33m 20.98s,33m 21.14s,0.997,know,False,False
punctuation,,,0.0,",",False,False
pronunciation,33m 21.15s,33m 22.22s,0.996,sounds,False,False
punctuation,,,0.0,.,False,False
pronunciation,33m 23.11s,33m 24.63s,0.996,And,False,False
pronunciation,33m 24.70s,33m 25.57s,0.998,so,False,False
pronunciation,33m 25.58s,33m 25.66s,0.999,I,False,False
pronunciation,33m 25.67s,33m 26.14s,0.999,only,False,False
pronunciation,33m 26.15s,33m 26.77s,0.999,study,False,False
pronunciation,33m 26.78s,33m 27.14s,0.999,only,False,False
pronunciation,33m 27.15s,33m 27.32s,0.999,when,False,False
pronunciation,33m 27.33s,33m 27.34s,0.999,I,False,False
pronunciation,33m 27.35s,33m 27.60s,0.999,need,False,False
pronunciation,33m 27.61s,33m 27.73s,0.999,to,False,False
pronunciation,33m 27.74s,33m 28.13s,0.999,study,False,False
pronunciation,33m 28.14s,33m 28.41s,0.999,or,False,False
pronunciation,33m 28.42s,33m 28.61s,0.998,to,False,False
pronunciation,33m 28.62s,33m 29.45s,0.999,work,False,False
punctuation,,,0.0,.,False,False
pronunciation,33m 29.83s,33m 30.11s,0.999,I,False,False
pronunciation,33m 30.12s,33m 30.68s,0.999,play,False,False
pronunciation,33m 30.69s,33m 30.98s,0.886,lo,False,False
pronunciation,33m 31.11s,33m 31.70s,0.957,fi,False,False
pronunciation,33m 31.71s,33m 32.20s,0.999,or,False,False
pronunciation,33m 32.21s,33m 32.22s,0.996,a,False,False
pronunciation,33m 32.23s,33m 33.29s,0.999,classical,False,False
pronunciation,33m 33.30s,33m 34.21s,0.999,music,False,False
punctuation,,,0.0,",",False,False
pronunciation,33m 34.22s,33m 34.23s,0.996,a,False,False
pronunciation,33m 34.24s,33m 35.37s,0.999,classical,False,False
pronunciation,33m 35.38s,33m 36.25s,0.999,song,False,False
pronunciation,33m 36.72s,33m 37.33s,0.999,or,False,False
pronunciation,33m 37.34s,33m 37.37s,0.998,I,False,False
pronunciation,33m 37.38s,33m 38.81s,0.999,play,False,False
pronunciation,33m 41.76s,33m 42.76s,0.999,mostly,False,False
pronunciation,33m 42.77s,33m 43.57s,0.831,low,False,False
pronunciation,33m 43.68s,33m 44.25s,0.928,fi,False,False
pronunciation,33m 45.99s,33m 47.27s,0.999,otherwise,False,False
pronunciation,33m 48.49s,33m 48.74s,0.999,I,False,False
pronunciation,33m 48.75s,33m 49.13s,0.998,don't,False,False
pronunciation,33m 49.14s,33m 49.42s,0.999,have,False,False
pronunciation,33m 49.43s,33m 50.02s,0.997,this,False,False
pronunciation,33m 50.03s,33m 50.83s,0.996,habit,False,False
pronunciation,33m 51.19s,33m 51.60s,0.793,but,False,False
pronunciation,33m 51.61s,33m 51.64s,0.999,I,False,False
pronunciation,33m 51.65s,33m 52.56s,0.998,feel,False,False
pronunciation,33m 52.57s,33m 52.66s,0.996,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,33m 52.67s,33m 52.70s,0.996,I,False,False
pronunciation,33m 52.71s,33m 53.28s,0.999,miss,False,False
pronunciation,33m 53.29s,33m 53.46s,0.999,it,False,False
pronunciation,33m 53.47s,33m 54.20s,0.997,sometimes,False,False
punctuation,,,0.0,",",False,False
pronunciation,33m 54.21s,33m 55.06s,0.997,sometimes,False,False
pronunciation,33m 55.07s,33m 55.10s,0.994,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,33m 55.11s,33m 55.16s,0.996,I,False,False
pronunciation,33m 55.17s,33m 56.06s,0.999,miss,False,False
pronunciation,33m 56.18s,33m 56.84s,0.998,some,False,False
pronunciation,33m 56.85s,33m 57.80s,0.967,worships,False,False
pronunciation,33m 58.01s,33m 58.60s,0.999,to,False,False
pronunciation,33m 58.61s,33m 59.18s,0.999,connect,False,False
pronunciation,33m 59.19s,33m 59.77s,0.999,me,False,False
pronunciation,34m 0.43s,34m 0.65s,0.999,to,False,False
pronunciation,34m 0.66s,34m 1.12s,0.995,God,False,False
punctuation,,,0.0,.,False,False
pronunciation,34m 9.92s,34m 11.10s,0.999,Super,False,False
punctuation,,,0.0,",",False,False
pronunciation,34m 11.11s,34m 11.71s,0.998,super,False,False
pronunciation,34m 11.72s,34m 12.43s,0.994,duper,False,False
punctuation,,,0.0,.,False,False
pronunciation,34m 12.48s,34m 12.89s,0.999,It,False,False
pronunciation,34m 12.90s,34m 13.46s,0.998,helps,False,False
pronunciation,34m 13.47s,34m 13.68s,0.998,us,False,False
pronunciation,34m 13.69s,34m 14.16s,0.998,to,False,False
pronunciation,34m 14.17s,34m 15.74s,0.999,concentrate,False,False
punctuation,,,0.0,.,False,False
pronunciation,34m 16.01s,34m 16.51s,0.996,It's,False,False
pronunciation,34m 16.52s,34m 17.28s,0.999,really,False,False
pronunciation,34m 17.69s,34m 18.48s,0.998,simply,False,False
pronunciation,34m 18.49s,34m 19.32s,0.999,amazing,False,False
pronunciation,34m 19.33s,34m 19.56s,0.999,to,False,False
pronunciation,34m 19.57s,34m 20.82s,0.999,concentrate,False,False
punctuation,,,0.0,.,False,False
pronunciation,34m 21.25s,34m 21.58s,0.999,I,False,False
pronunciation,34m 21.59s,34m 21.96s,0.997,don't,False,False
pronunciation,34m 21.97s,34m 22.09s,0.999,know,False,False
pronunciation,34m 22.10s,34m 22.28s,0.999,the,False,False
pronunciation,34m 22.29s,34m 22.80s,0.999,science,False,False
pronunciation,34m 22.81s,34m 23.36s,0.999,behind,False,False
pronunciation,34m 23.37s,34m 23.51s,0.998,it,False,False
punctuation,,,0.0,.,False,False
pronunciation,34m 23.52s,34m 23.91s,0.998,But,False,False
pronunciation,34m 24.57s,34m 25.47s,0.997,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,34m 25.48s,34m 26.22s,0.997,I,False,False
pronunciation,34m 26.23s,34m 27.18s,0.999,have,False,False
pronunciation,34m 27.80s,34m 28.79s,0.998,here,False,False
pronunciation,34m 28.80s,34m 29.17s,0.996,let,False,False
pronunciation,34m 29.18s,34m 29.43s,0.996,me,False,False
pronunciation,34m 29.44s,34m 29.95s,0.999,share,False,False
pronunciation,34m 29.96s,34m 30.18s,0.999,with,False,False
pronunciation,34m 30.19s,34m 30.41s,0.998,you,False,False
pronunciation,34m 30.60s,34m 31.70s,0.992,ad,False,False
pronunciation,34m 31.71s,34m 32.90s,0.873,ad,False,False
pronunciation,34m 33.91s,34m 34.02s,0.691,lo,False,False
pronunciation,34m 34.72s,34m 35.19s,0.723,fi,False,False
punctuation,,,0.0,.,False,False
pronunciation,34m 38.63s,34m 39.74s,0.99,especially,False,False
pronunciation,34m 39.75s,34m 39.99s,0.999,this,False,False
pronunciation,34m 40.00s,34m 40.73s,0.999,video,False,False
punctuation,,,0.0,.,False,False
pronunciation,34m 43.29s,34m 43.80s,0.999,This,False,False
pronunciation,34m 43.81s,34m 44.76s,0.999,video,False,False
pronunciation,34m 45.11s,34m 45.37s,0.999,is,False,False
pronunciation,34m 45.38s,34m 46.52s,0.999,powerful,False,False
pronunciation,34m 46.53s,34m 46.90s,0.999,for,False,False
pronunciation,34m 46.91s,34m 47.39s,0.999,me,False,False
punctuation,,,0.0,.,False,False
pronunciation,34m 49.00s,34m 49.30s,0.997,And,False,False
pronunciation,34m 49.31s,34m 50.46s,0.999,also,False,False
pronunciation,34m 51.48s,34m 52.58s,0.999,also,False,False
pronunciation,34m 52.59s,34m 52.62s,0.975,uh,False,False
pronunciation,34m 52.63s,34m 53.34s,0.996,what's,False,False
pronunciation,34m 53.35s,34m 53.42s,0.998,the,False,False
pronunciation,34m 53.43s,34m 54.06s,0.997,name,False,False
pronunciation,34m 54.36s,34m 55.17s,0.996,program,False,False
pronunciation,34m 55.27s,34m 55.83s,0.998,to,False,False
pronunciation,34m 55.84s,34m 56.32s,0.997,work,False,False
pronunciation,34m 56.33s,34m 56.42s,0.996,and,False,False
pronunciation,34m 56.43s,34m 56.90s,0.997,not,False,False
pronunciation,34m 56.91s,34m 56.98s,0.996,to,False,False
pronunciation,34m 56.99s,34m 58.54s,0.996,feel,False,False
punctuation,,,0.0,.,False,False
pronunciation,34m 59.77s,35m 0.55s,0.996,Hello,False,False
pronunciation,35m 0.56s,35m 1.45s,0.997,World,False,False
pronunciation,35m 3.76s,35m 4.14s,0.999,one,False,False
pronunciation,35m 4.15s,35m 4.68s,0.999,hour,False,False
punctuation,,,0.0,",",False,False
pronunciation,35m 4.69s,35m 4.90s,0.998,one,False,False
pronunciation,35m 4.91s,35m 5.29s,0.999,hour,False,False
pronunciation,35m 5.30s,35m 6.02s,0.999,here,False,False
punctuation,,,0.0,.,False,False
pronunciation,35m 8.39s,35m 8.45s,0.969,I,False,False
punctuation,,,0.0,",",False,False
pronunciation,35m 8.46s,35m 8.65s,0.998,I,False,False
pronunciation,35m 8.66s,35m 9.22s,0.999,love,False,False
pronunciation,35m 9.23s,35m 9.48s,0.996,these,False,False
pronunciation,35m 9.49s,35m 9.91s,0.997,kinds,False,False
pronunciation,35m 9.92s,35m 10.33s,0.999,of,False,False
pronunciation,35m 10.34s,35m 10.43s,0.971,lo,False,False
pronunciation,35m 10.61s,35m 11.07s,0.545,fi,False,False
punctuation,,,0.0,.,False,False
pronunciation,35m 14.01s,35m 14.78s,0.999,and,False,False
pronunciation,35m 15.61s,35m 16.23s,0.996,let,False,False
pronunciation,35m 16.24s,35m 16.39s,0.997,me,False,False
pronunciation,35m 16.40s,35m 16.71s,0.999,share,False,False
pronunciation,35m 16.72s,35m 16.94s,0.999,with,False,False
pronunciation,35m 16.95s,35m 17.19s,0.998,you,False,False
pronunciation,35m 17.20s,35m 17.42s,0.998,the,False,False
pronunciation,35m 17.43s,35m 18.13s,0.996,last,False,False
pronunciation,35m 18.76s,35m 19.85s,0.918,uh,False,False
punctuation,,,0.0,.,False,False
pronunciation,35m 21.74s,35m 22.08s,0.999,Do,False,False
pronunciation,35m 22.09s,35m 22.23s,0.999,you,False,False
pronunciation,35m 22.24s,35m 23.00s,0.999,struggle,False,False
pronunciation,35m 23.01s,35m 23.65s,0.999,with,False,False
pronunciation,35m 23.66s,35m 24.24s,0.323,fs,False,False
pronunciation,35m 27.87s,35m 28.24s,0.998,with,False,False
pronunciation,35m 28.25s,35m 29.01s,0.998,focusing,False,False
punctuation,,,0.0,?,False,False
punctuation,,,0.0,.,False,False
pronunciation,35m 33.23s,35m 33.46s,0.999,they,False,False
pronunciation,35m 33.47s,35m 33.83s,0.993,help,False,False
pronunciation,35m 33.84s,35m 33.85s,0.999,a,False,False
pronunciation,35m 33.86s,35m 34.61s,0.999,lot,False,False
punctuation,,,0.0,.,False,False
pronunciation,35m 34.68s,35m 34.78s,0.999,I,False,False
pronunciation,35m 34.79s,35m 35.18s,0.999,can,False,False
pronunciation,35m 35.19s,35m 35.70s,0.999,study,False,False
pronunciation,35m 35.71s,35m 36.03s,0.997,while,False,False
pronunciation,35m 36.04s,35m 36.06s,0.998,I,False,False
pronunciation,35m 36.07s,35m 36.74s,0.999,listen,False,False
pronunciation,35m 36.75s,35m 37.71s,0.998,to,False,False
pronunciation,35m 38.82s,35m 39.62s,0.997,pop,False,False
pronunciation,35m 39.63s,35m 40.04s,0.999,or,False,False
pronunciation,35m 40.05s,35m 40.58s,0.999,rock,False,False
pronunciation,35m 40.59s,35m 41.02s,0.999,or,False,False
pronunciation,35m 41.03s,35m 41.83s,0.996,worship,False,False
pronunciation,35m 41.84s,35m 42.06s,0.999,or,False,False
pronunciation,35m 42.07s,35m 42.76s,0.999,anything,False,False
pronunciation,35m 42.77s,35m 42.98s,0.999,like,False,False
pronunciation,35m 42.99s,35m 43.23s,0.999,that,False,False
pronunciation,35m 43.24s,35m 43.88s,0.998,because,False,False
pronunciation,35m 43.89s,35m 44.16s,0.997,I,False,False
pronunciation,35m 44.17s,35m 44.76s,0.999,will,False,False
pronunciation,35m 44.77s,35m 45.21s,0.999,catch,False,False
pronunciation,35m 45.22s,35m 45.76s,0.999,me,False,False
pronunciation,35m 46.72s,35m 47.31s,0.997,singing,False,False
pronunciation,35m 47.32s,35m 48.14s,0.998,along,False,False
punctuation,,,0.0,.,False,False
pronunciation,35m 48.79s,35m 48.85s,0.999,I,False,False
pronunciation,35m 48.86s,35m 49.38s,0.997,can't,False,False
pronunciation,35m 49.39s,35m 49.59s,0.999,do,False,False
pronunciation,35m 49.60s,35m 49.83s,0.999,that,False,False
punctuation,,,0.0,.,False,False
pronunciation,35m 49.84s,35m 50.10s,0.999,But,False,False
pronunciation,35m 50.11s,35m 50.41s,0.999,with,False,False
pronunciation,35m 50.42s,35m 50.67s,0.844,Lo,False,False
pronunciation,35m 50.68s,35m 51.30s,0.964,Fi,False,False
punctuation,,,0.0,",",False,False
pronunciation,35m 52.75s,35m 53.34s,0.997,it,False,False
pronunciation,35m 53.65s,35m 54.25s,0.996,is,False,False
pronunciation,35m 55.38s,35m 56.01s,0.999,powerful,False,False
pronunciation,35m 56.02s,35m 56.38s,0.996,because,False,False
pronunciation,35m 56.59s,35m 56.75s,0.999,I,False,False
pronunciation,35m 56.76s,35m 57.18s,0.996,don't,False,False
pronunciation,35m 57.19s,35m 57.59s,0.998,know,False,False
pronunciation,35m 57.64s,35m 58.32s,0.999,what,False,False
pronunciation,35m 58.33s,35m 58.42s,0.998,it,False,False
pronunciation,35m 58.43s,35m 59.37s,0.999,does,False,False
pronunciation,35m 59.38s,35m 59.95s,0.999,that,False,False
pronunciation,36m 0.39s,36m 0.69s,0.999,it,False,False
pronunciation,36m 0.70s,36m 1.71s,0.996,connects,False,False
pronunciation,36m 1.72s,36m 2.87s,0.937,my,False,False
punctuation,,,0.0,",",False,False
pronunciation,36m 3.21s,36m 3.64s,0.997,how,False,False
pronunciation,36m 3.65s,36m 3.78s,0.997,do,False,False
pronunciation,36m 3.79s,36m 3.82s,0.999,I,False,False
pronunciation,36m 3.83s,36m 4.07s,0.998,say,False,False
pronunciation,36m 4.08s,36m 5.11s,0.996,neurons,False,False
punctuation,,,0.0,",",False,False
pronunciation,36m 6.65s,36m 7.00s,0.78,my,False,False
pronunciation,36m 7.01s,36m 7.27s,0.002,n,False,False
pronunciation,36m 8.00s,36m 8.42s,0.581,uh,False,False
pronunciation,36m 10.91s,36m 12.15s,0.998,neurons,False,False
punctuation,,,0.0,",",False,False
pronunciation,36m 12.16s,36m 12.38s,0.999,it,False,False
pronunciation,36m 12.39s,36m 13.00s,0.998,connects,False,False
pronunciation,36m 13.01s,36m 13.38s,0.999,my,False,False
pronunciation,36m 13.39s,36m 14.27s,0.998,neurons,False,False
pronunciation,36m 14.28s,36m 14.40s,0.998,and,False,False
pronunciation,36m 14.41s,36m 14.90s,0.999,everything,False,False
pronunciation,36m 14.91s,36m 15.68s,0.999,work,False,False
punctuation,,,0.0,.,False,False
pronunciation,36m 17.02s,36m 17.40s,0.999,But,False,False
pronunciation,36m 17.41s,36m 17.45s,0.998,I,False,False
pronunciation,36m 17.46s,36m 17.76s,0.997,was,False,False
punctuation,,,0.0,",",False,False
pronunciation,36m 17.77s,36m 18.03s,0.997,I,False,False
pronunciation,36m 18.04s,36m 18.40s,0.997,was,False,False
pronunciation,36m 18.41s,36m 18.42s,0.979,uh,False,False
pronunciation,36m 18.43s,36m 19.48s,0.999,looking,False,False
pronunciation,36m 19.49s,36m 20.16s,0.999,for,False,False
pronunciation,36m 20.17s,36m 20.55s,0.999,some,False,False
pronunciation,36m 20.56s,36m 21.17s,0.996,worship,False,False
